Temperature,Moisture,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Soil,Crop,Fertilizer
28.97031846,0.389482738,123.0899726,5.766250566,63.56072034,53.86291032,56.56680573,1.735917077,Acidic Soil,banana,Lime
28.48784296,0.78991663,124.8019169,6.995936298,63.6220547,131.6896246,129.7447045,1.355082093,Loamy Soil,Coffee,Balanced NPK Fertilizer
32.41306234,0.769941634,92.96191304,7.069078038,58.01529996,134.1737168,103.4916288,1.745715911,Loamy Soil,Black gram,Balanced NPK Fertilizer
21.67802179,0.583812908,79.68197312,6.979949932,59.28471196,142.8664635,147.4027424,0.662364655,Neutral Soil,Cotton,Compost
29.22172905,0.470955846,89.39244727,4.698778815,58.52969818,31.27984482,45.30915309,1.410122204,Acidic Soil,Pigeon Peas,DAP
27.81151336,0.765182597,46.53955273,6.454027964,55.37584621,74.75390894,52.72769634,-0.280559958,Peaty Soil,Mung Bean,Compost
25.9626368,0.670031104,193.669998,7.064826235,69.75597761,149.3148008,140.3273591,2.2665391,Loamy Soil,rice,Water Retaining Fertilizer
26.74866432,0.586393074,89.09217854,6.14189029,58.46128663,53.48402058,55.09726415,1.910827433,Acidic Soil,Tobacco,Water Retaining Fertilizer
29.8651102,0.422967543,190.7316782,6.547429986,67.2125736,139.2498451,-20.50910839,2.505074692,Neutral Soil,Coffee,Muriate of Potash
28.06497592,0.44828798,67.4272353,5.632897379,53.95262348,44.93274767,41.63654388,1.201964992,Acidic Soil,Moth Beans,DAP
30.39848759,0.227436131,9.332756065,6.049104909,52.30968921,74.02008414,38.70754578,1.177259362,Acidic Soil,muskmelon,Muriate of Potash
33.02642445,0.540299109,93.55762103,6.168977322,62.37841333,46.50769314,55.54876074,2.179830899,Acidic Soil,mango,DAP
19.25522029,0.654629982,106.2639271,5.929897773,59.12427337,48.35453909,53.35639056,0.721451335,Acidic Soil,apple,DAP
28.82500607,0.421878763,64.94950541,3.900519193,53.4183975,25.29310474,38.75595119,1.561231699,Acidic Soil,Moth Beans,DAP
32.17370452,0.656627498,289.345546,4.776900226,83.1167501,39.78723682,67.01752345,1.097381051,Acidic Soil,Rubber,DAP
25.52904351,0.75450373,91.35929671,6.121790554,60.76656097,56.17255461,55.54654167,3.241983684,Peaty Soil,Tobacco,Organic Fertilizer
27.51542985,0.347865631,119.3686825,6.340107704,63.49764074,59.70657347,70.83812515,1.530734848,Acidic Soil,wheat,Water Retaining Fertilizer
25.2599266,0.435250633,92.66437408,7.404042751,57.4421794,81.88786884,49.33818955,1.256104762,Peaty Soil,Black gram,Muriate of Potash
18.90938924,0.331060811,118.3587767,6.136260097,55.35238988,62.51043423,56.3758705,2.416648046,Acidic Soil,wheat,Water Retaining Fertilizer
26.22240203,0.77519879,158.7303559,7.250110053,66.78710146,122.8680983,124.8920246,1.192631258,Loamy Soil,Jute,Balanced NPK Fertilizer
35.18564452,0.509116713,69.98701317,7.720289822,58.58531436,63.28440506,56.65240563,1.657126046,Peaty Soil,Black gram,Water Retaining Fertilizer
23.79839474,0.705258402,68.53097799,6.16282604,55.76064091,56.79988169,53.91095698,1.850996313,Peaty Soil,Lentil,Organic Fertilizer
28.82446366,0.609819965,169.9057523,6.977066518,64.51525599,142.5908582,145.9951163,0.882072922,Loamy Soil,Pigeon Peas,Compost
19.61853068,0.772877987,32.88847942,6.813961041,52.32362275,93.93312188,68.76916148,2.002528854,Loamy Soil,Lentil,Balanced NPK Fertilizer
25.93981746,0.640556138,41.36145705,6.182517583,53.24256177,56.75000357,42.37055202,-0.280559958,Acidic Soil,watermelon,Muriate of Potash
27.69003314,0.616370827,114.2035796,5.69416844,63.66065355,46.01365485,40.75990238,2.043600539,Acidic Soil,banana,DAP
53.55763135,0.808669443,306.0816006,6.44571803,60.33145376,60.26770981,56.89337797,0.945637882,Acidic Soil,Adzuki Beans,Compost
23.23165288,0.458620104,95.38256482,5.930993294,51.95583215,43.48884411,49.6910684,1.6345712,Acidic Soil,Kidney Beans,DAP
25.67729506,0.736040745,145.5720433,5.867731049,70.67940679,45.53933344,53.55414546,1.4763217,Peaty Soil,Coconut,DAP
18.8312811,0.65510915,53.24111711,6.215103964,50.1145083,29.19729868,49.26814621,1.820141296,Acidic Soil,Peas,DAP
29.48016259,0.540872148,43.42222751,6.793104689,54.11441091,75.6706323,58.26889835,1.683973875,Neutral Soil,Moth Beans,Water Retaining Fertilizer
25.69776605,0.585190798,67.53167892,6.435625578,57.58167816,61.97543059,49.44926044,0.719456527,Acidic Soil,watermelon,Muriate of Potash
27.2565552,0.460434258,107.7317705,6.580354999,64.23613556,141.8810082,128.9021465,1.689963992,Neutral Soil,orange,Water Retaining Fertilizer
30.15523814,0.661473255,254.3046649,5.334555793,79.08791148,42.93312402,59.2448747,0.554660528,Acidic Soil,Rubber,DAP
27.53169236,0.227436131,238.0965549,4.654953423,70.62353436,42.54641105,53.16556957,1.507144066,Acidic Soil,Tea,DAP
34.5501564,0.46265256,67.67129042,6.946953175,58.3898441,147.9313205,94.44695874,0.844915963,Neutral Soil,Black gram,Compost
29.88493071,0.480238651,129.9465166,5.992100797,62.95865252,52.19302619,50.99143734,0.637841789,Acidic Soil,Ground Nut,Lime
4.011486444,0.609791162,49.23558693,6.424502053,54.90790741,74.50836361,60.18606148,1.948495966,Acidic Soil,Mung Bean,Water Retaining Fertilizer
22.35826704,0.812727669,355.3372435,5.514033554,87.64870096,38.88742407,71.87421769,1.200750538,Peaty Soil,Rubber,DAP
25.60471868,0.907730519,222.327876,6.133922124,78.32411351,70.42190935,86.38538966,0.991671697,Acidic Soil,rice,Compost
24.6082868,0.360737179,109.3938383,6.105624667,60.51694695,61.24117235,56.26291432,0.75692084,Acidic Soil,apple,Compost
31.11053064,0.777361784,42.32279946,7.258434695,60.00354123,106.1612042,77.47935286,1.055874563,Loamy Soil,Black gram,Balanced NPK Fertilizer
23.94548764,0.520513037,41.34458992,7.051515438,55.73890524,148.5672848,90.05702087,1.455045488,Neutral Soil,watermelon,Water Retaining Fertilizer
22.75146709,0.521500066,81.67203039,8.146457679,56.47280504,62.60737041,58.61023825,0.414752002,Alkaline Soil,Cotton,Gypsum
28.58032576,0.502907814,180.5451808,6.0940572,72.18876478,76.63037678,159.5640307,2.027897009,Acidic Soil,Coconut,Water Retaining Fertilizer
34.86567073,0.481060709,182.6006942,5.332544127,61.71638744,22.50335111,54.97830366,2.095058481,Acidic Soil,Pigeon Peas,DAP
52.87482359,0.409331831,152.2354183,6.303372365,68.24145943,55.18872485,74.53641277,2.60562442,Acidic Soil,Adzuki Beans,Water Retaining Fertilizer
29.81806771,0.516143292,35.79318272,7.866787692,54.21986414,177.3144812,45.41105919,1.478422336,Peaty Soil,Moth Beans,Muriate of Potash
27.36452335,0.227436131,168.7898715,5.951040537,70.74794639,42.16509102,69.43178353,2.042836047,Acidic Soil,Coconut,DAP
22.01311562,0.487394853,69.06144434,8.200618914,53.90808588,28.41874094,56.32739052,-0.280559958,Peaty Soil,Chickpea,DAP
31.64503144,0.700824438,67.66231462,6.704989071,60.52664326,177.3144812,67.07256904,1.65843509,Loamy Soil,Black gram,Balanced NPK Fertilizer
25.07655411,0.504430844,157.2958962,7.026734186,69.95799377,140.7905306,129.311154,1.860203809,Neutral Soil,Jute,Water Retaining Fertilizer
21.44963417,0.365786924,102.1338948,5.728215231,56.51783558,34.90144039,52.80186568,1.622906571,Acidic Soil,wheat,DAP
34.23854457,0.76211535,370.4020498,4.720708438,98.58103894,36.40004777,73.1351315,-0.280559958,Peaty Soil,Rubber,DAP
17.02531424,0.656147976,52.75613795,7.163522703,50.83956865,66.18170591,80.44179064,1.595176952,Loamy Soil,Peas,Water Retaining Fertilizer
26.15517659,0.715398673,-85.70959335,6.688431355,54.73142417,64.93388216,50.84922604,1.608123115,Acidic Soil,watermelon,General Purpose Fertilizer
17.3163187,0.657302827,42.91671767,6.719534602,50.93312784,49.35879391,71.32802565,1.094549845,Loamy Soil,Peas,DAP
32.94167624,0.747555701,51.45745982,6.374645011,61.73496454,73.43166896,52.65080815,1.803424934,Peaty Soil,Ground Nut,Organic Fertilizer
31.87200533,0.758183848,76.80466084,6.109118679,58.99795303,55.75675369,49.15721936,1.637797049,Peaty Soil,Ground Nut,Muriate of Potash
17.24208656,0.610520219,61.96596555,6.186546249,51.02965093,32.56860873,45.03878126,1.075415293,Acidic Soil,Peas,DAP
26.73515795,0.522841733,121.0960735,5.389205985,35.52771842,44.16704014,54.20862935,2.213289318,Acidic Soil,Coconut,Urea
49.85700474,0.63451031,141.8843913,6.600952525,75.95026352,64.58349587,73.61311464,1.256747017,Acidic Soil,Adzuki Beans,Water Retaining Fertilizer
30.49204286,0.607794479,70.33966643,7.445198718,35.52771842,63.68019448,51.80872005,1.143038176,Peaty Soil,Black gram,Urea
24.8406026,0.647822801,101.1080986,5.69382781,61.05500528,48.1359241,65.22347775,1.277634057,Acidic Soil,apple,DAP
24.48549136,0.562447797,138.3071083,5.6978412,35.52771842,54.94622138,59.60244038,1.791393228,Acidic Soil,Coconut,Urea
22.70923151,0.406458669,95.76578709,7.133854752,63.58899204,148.7141672,150.6142206,1.801915547,Neutral Soil,pomegranate,Water Retaining Fertilizer
24.91370128,0.596753015,306.0816006,6.165224895,70.89736137,55.81837222,63.83412601,1.043280454,Acidic Soil,Coconut,Water Retaining Fertilizer
26.05435671,0.698532744,37.49672399,7.492232152,86.96971052,80.27408957,63.9822848,0.605517612,Loamy Soil,Lentil,Compost
25.49487576,0.431347289,79.78235145,6.76205656,57.48784643,116.1340191,81.98827843,0.787993228,Neutral Soil,Black gram,Compost
18.84753906,0.632861805,106.2865618,5.501266129,62.01440948,45.33521269,54.36044,-0.280559958,Acidic Soil,pomegranate,DAP
4.011486444,0.785434542,94.80375631,7.871145285,60.08213785,-37.64973873,58.74572959,0.932925156,Peaty Soil,orange,DAP
33.86585062,0.308595407,84.04459808,6.771425367,58.35578687,134.9639446,119.505766,1.957577858,Neutral Soil,wheat,Water Retaining Fertilizer
29.38244291,0.486192227,151.1089318,6.264639648,75.58367322,69.92491652,58.60827313,0.750571516,Acidic Soil,Coconut,Compost
20.40131417,0.47649487,362.3519354,6.111728106,81.99315428,-37.64973873,81.91049974,0.692253215,Acidic Soil,Rubber,DAP
28.22375776,0.504541672,128.6294368,6.202889069,64.70449995,-37.64973873,69.60592843,1.813723741,Acidic Soil,wheat,DAP
18.74456581,0.551825532,71.40379703,8.82843282,51.89227787,40.72349672,48.76573582,1.791125398,Peaty Soil,Chickpea,DAP
25.78715744,0.468066002,116.4857047,6.78529791,57.78561844,114.8236178,109.4826087,1.568585791,Neutral Soil,Coffee,Water Retaining Fertilizer
13.83645428,0.972361206,42.61935675,6.541678838,49.37491815,30.72203729,53.26945237,0.763877363,Acidic Soil,Peas,Urea
40.83924846,0.457774157,25.11027058,5.874205903,50.87943035,44.08449211,41.33529329,2.184522608,Acidic Soil,millet,DAP
30.60877899,0.738542765,121.1263632,8.303237841,67.47682801,50.76111308,159.5640307,2.051601997,Peaty Soil,Sugarcane,Gypsum
10.96507559,0.601271685,134.7248578,6.11093202,57.65944954,65.39953737,69.28845657,1.848783013,Acidic Soil,orange,Water Retaining Fertilizer
17.45545372,0.518113492,109.1370581,5.860281896,51.95228519,16.76311211,63.6486382,0.99292719,Acidic Soil,Kidney Beans,DAP
49.03449354,0.73503146,18.41923203,7.020637754,53.63587601,99.0121248,100.7089455,1.003656134,Loamy Soil,millet,Balanced NPK Fertilizer
50.17984508,0.61133013,79.49066777,5.832695147,54.88756164,28.65000263,55.27771384,0.691468394,Acidic Soil,Kidney Beans,DAP
23.70228166,0.641528241,57.22539913,6.84227105,56.26276473,152.1368295,145.0937645,1.545389524,Loamy Soil,maize,Water Retaining Fertilizer
28.91458975,0.437784672,31.18260061,6.778963939,57.21951241,143.8706154,67.32659822,2.174940988,Neutral Soil,Mung Bean,Water Retaining Fertilizer
21.86581637,0.869469091,187.9238787,6.109552782,69.98740112,52.72956453,62.92391825,1.182528897,Peaty Soil,rice,Organic Fertilizer
25.19342168,0.431301615,86.6803809,6.669387907,59.84759724,151.1745896,144.5627991,2.399192237,Neutral Soil,maize,Water Retaining Fertilizer
31.99891694,0.645708218,108.6419071,3.908612908,57.3163499,38.33028747,52.88412175,0.998836359,Acidic Soil,mango,DAP
22.92748509,0.630688891,109.0509472,6.469011355,68.15910802,85.8275896,67.5855248,1.742013285,Acidic Soil,orange,Water Retaining Fertilizer
23.39116419,0.80885321,306.0816006,3.908612908,35.52771842,47.95614952,66.91950251,1.560150413,Peaty Soil,rice,Urea
19.75261831,0.803061228,115.1711966,6.74286875,60.56300768,65.31438468,53.99259548,2.274492915,Peaty Soil,orange,Organic Fertilizer
17.50853711,0.590225548,73.13589189,7.363816262,52.88896023,57.12511004,76.58800216,1.495381061,Loamy Soil,Chickpea,Water Retaining Fertilizer
28.77059696,0.607044762,63.8290849,7.255912624,55.58627913,56.18451518,57.95139624,0.88022229,Peaty Soil,Black gram,Compost
31.38889914,0.227436131,168.0241204,6.612058377,63.87507611,88.7088158,96.62714434,3.241983684,Neutral Soil,wheat,Water Retaining Fertilizer
25.59206905,0.713283305,152.2187367,8.365204331,64.6714769,51.72274115,56.9018376,-0.280559958,Peaty Soil,Sugarcane,Gypsum
18.24868675,0.76829536,69.44572226,7.155584019,51.27374292,69.7742772,150.0585529,2.475876936,Loamy Soil,Chickpea,Balanced NPK Fertilizer
26.22402611,0.662053065,47.50562226,5.3038151,56.38518925,36.61991076,46.46608237,0.579362047,Acidic Soil,Moth Beans,DAP
23.20534105,0.670496567,65.4505533,6.09659627,55.62460046,62.63327113,43.91180231,2.026599367,Acidic Soil,Tobacco,Muriate of Potash
28.5383072,0.470766502,46.60539863,8.135570279,57.56095145,50.08504302,34.59728741,1.494449033,Peaty Soil,Moth Beans,Muriate of Potash
16.99440621,0.492131433,60.98544645,6.630151765,53.50050641,39.64644599,50.2021499,3.241983684,Acidic Soil,Peas,DAP
25.70728198,0.581738506,106.1883948,7.64602931,60.72528375,71.11154898,67.09489815,1.596860453,Peaty Soil,orange,Water Retaining Fertilizer
33.01417032,0.434573399,104.5256915,6.177378958,64.41959057,51.1131803,68.33069034,1.838058517,Acidic Soil,wheat,Water Retaining Fertilizer
44.27607202,0.723832537,57.21229655,6.568822447,49.9469004,42.53812946,55.79939881,2.471669214,Loamy Soil,millet,Urea
28.22134651,0.449984563,110.5678845,6.134332366,63.16741088,60.00665134,57.69235604,1.158704259,Acidic Soil,banana,Water Retaining Fertilizer
